workflow_name,workflow_id,active,finding_ref,severity,finding,node,tool_fix_class,disposition,disposition_note
BLACKCEO LIVE - Command Center Client Registration,i0P3OWCEsXZxVo0N,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook: Client Registration""",Webhook: Client Registration,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
BLACKCEO LIVE - Command Center Client Registration,i0P3OWCEsXZxVo0N,True,ERR-001,Medium,"No error handling in workflow ""BLACKCEO LIVE - Command Center Client Registration""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Book Writer,4d50PNmVOyE9GJWz,True,CRED-001,High,Hardcoded bearer_token detected,Image Generation (OpenAI Image 1),Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
Book Writer,4d50PNmVOyE9GJWz,True,CRED-002,High,Hardcoded bearer_token detected,Image Generation (OpenAI Image 1)1,Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
Book Writer,4d50PNmVOyE9GJWz,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook2""",Webhook2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Bot-to-Bot Bridge (Stefanie ↔ Curtis),elLNGimbKoShrkCU,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Bot-to-Bot Bridge (Stefanie ↔ Curtis),elLNGimbKoShrkCU,True,CRED-001,Medium,Hardcoded phone detected,Process Message,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Bot-to-Bot Bridge (Stefanie ↔ Curtis),elLNGimbKoShrkCU,True,ERR-001,Medium,"No error handling in workflow ""Bot-to-Bot Bridge (Stefanie ↔ Curtis)""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Branch 1A - Sales Page Assets Gemini,clIxY2Qvvvlgfmzs,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Branch 1A - Sales Page Assets Gemini,clIxY2Qvvvlgfmzs,True,ERR-001,Medium,"No error handling in workflow ""Branch 1A - Sales Page Assets Gemini""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Branch 1B - Sales Page Assets Upsell,iKqzc1kjcfJbXV9y,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Branch 1B - Sales Page Assets Upsell,iKqzc1kjcfJbXV9y,True,ERR-001,Medium,"No error handling in workflow ""Branch 1B - Sales Page Assets Upsell""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Branch 1C - Sales Page Assets Upsell B,j3aavSISsnWc9z8F,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Branch 1C - Sales Page Assets Upsell B,j3aavSISsnWc9z8F,True,ERR-001,Medium,"No error handling in workflow ""Branch 1C - Sales Page Assets Upsell B""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Branch 1D - Sales Page Assets Downsell,HbsKXYxqnKwnwXxg,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Branch 1D - Sales Page Assets Downsell,HbsKXYxqnKwnwXxg,True,ERR-001,Medium,"No error handling in workflow ""Branch 1D - Sales Page Assets Downsell""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Branch 1E - Sales Page Assets High Ticket,vEcz5dNLWDL9A3E7,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Branch 1E - Sales Page Assets High Ticket,vEcz5dNLWDL9A3E7,True,ERR-001,Medium,"No error handling in workflow ""Branch 1E - Sales Page Assets High Ticket""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Branch 1F - Sales Page Assets Bump Sale,KGKwjJYCPQCuxoqG,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Branch 1F - Sales Page Assets Bump Sale,KGKwjJYCPQCuxoqG,True,ERR-001,Medium,"No error handling in workflow ""Branch 1F - Sales Page Assets Bump Sale""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Chapter Rewriter for [CLIENT],MD1TQHPm34KVi1X1,True,WEBHOOK-001,High,"Unauthenticated webhook: ""chapter rewriter""",chapter rewriter,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Chapter Rewriter for [CLIENT],MD1TQHPm34KVi1X1,True,CRED-001,Medium,Hardcoded email detected,Send a message,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Chapter Rewriter for [CLIENT],MD1TQHPm34KVi1X1,True,ERR-001,Medium,"No error handling in workflow ""Chapter Rewriter for [CLIENT]""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Cinematic Car Ads Generator (VEO 3.1 + n8n),7fxuZp0oLDIP7Lkp,True,WEBHOOK-001,High,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Cinematic Car Ads Generator (VEO 3.1 + n8n),7fxuZp0oLDIP7Lkp,True,CRED-001,Medium,Hardcoded email detected,Sticky Note1,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Cinematic Car Ads Generator (VEO 3.1 + n8n),7fxuZp0oLDIP7Lkp,True,ERR-001,Medium,"No error handling in workflow ""Cinematic Car Ads Generator (VEO 3.1 + n8n)""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Client Data Extractor - Clients Bceo,qFtysUwL2yw4NZzn,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Client Data Extractor - Clients Bceo,qFtysUwL2yw4NZzn,True,ERR-001,Medium,"No error handling in workflow ""Client Data Extractor - Clients Bceo""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Delete Social Media Posts,nybi2MzHkige82jT,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Delete Social Media Posts,nybi2MzHkige82jT,True,ERR-001,Medium,"No error handling in workflow ""Delete Social Media Posts""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
everthing webinar system,0l0QRNbtjGS8ovLj,False,CRED-002,High,Hardcoded bearer_token detected,Update contact fields1,Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
everthing webinar system,0l0QRNbtjGS8ovLj,False,CRED-001,Medium,Hardcoded email detected,Send a message,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
everthing webinar system,0l0QRNbtjGS8ovLj,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook2""",Webhook2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Facebook Workflow v14,viHP0WVH29a2Ogjt,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Full Funnel STEP 00 Sales Page Writer Main,ODWjW6NMvA8CkxpC,True,WEBHOOK-001,High,"Unauthenticated webhook: ""GHL Trigger2""",GHL Trigger2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Full Funnel STEP 00 Sales Page Writer Main,ODWjW6NMvA8CkxpC,True,CRED-001,Medium,Hardcoded phone detected,ImgBB Upload1,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook2""",Webhook2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,WEBHOOK-002,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,WEBHOOK-003,High,"Unauthenticated webhook: ""Webhook3""",Webhook3,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,WEBHOOK-004,High,"Unauthenticated webhook: ""Webhook4""",Webhook4,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,WEBHOOK-005,High,"Unauthenticated webhook: ""Webhook5""",Webhook5,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,WEBHOOK-006,High,"Unauthenticated webhook: ""Webhook6""",Webhook6,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,CRED-001,Medium,Hardcoded email detected,Send a message,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,CRED-002,Medium,Hardcoded email detected,Send a message1,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,CRED-003,Medium,Hardcoded email detected,Send a message2,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,CRED-004,Medium,Hardcoded email detected,Send a message3,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,CRED-005,Medium,Hardcoded email detected,Send a message4,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,CRED-006,Medium,Hardcoded email detected,Send a message5,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
"Girl, I Got You | [CLIENT]",9dmzvrHtGItUWIOo,True,ERR-001,Medium,"No error handling in workflow ""Girl, I Got You","[CLIENT]""",— | Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
GitHub Pages - Push Quiz Landing Pages,QBpbgWthVLLSjoLH,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Form Trigger - Avatar Quiz Intake""",Form Trigger - Avatar Quiz Intake,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
GitHub Pages - Push Quiz Landing Pages,QBpbgWthVLLSjoLH,True,CRED-001,Medium,Hardcoded email detected,Form Trigger - Avatar Quiz Intake,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
GitHub Pages - Push Quiz Landing Pages,QBpbgWthVLLSjoLH,True,ERR-001,Medium,"No error handling in workflow ""GitHub Pages - Push Quiz Landing Pages""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
High Ticket Manual,jFJOfgZMEQJSIda5,True,WEBHOOK-001,High,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Image Branch 1B Sales Page Assets PiAPI,Ua6aHyfLTJYcgJXM,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Image Branch 1C Sales Page Assets PiAPI,2ufZWUitI0DaAUdJ,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Image Branch 1D Sales Page Assets PiAPI,qPQg2kngVyFc6tkl,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Image Test,dmbwJVXUAE6GQJrF,False,CRED-001,High,Hardcoded bearer_token detected,Image Generation (OpenAI Image 1),Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
Image Test,dmbwJVXUAE6GQJrF,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook2""",Webhook2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
image to video with groq class,QvBTvsARbchm2LAq,True,WEBHOOK-001,High,"Unauthenticated webhook: ""form""",form,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
image to video with groq class,QvBTvsARbchm2LAq,True,ERR-001,Medium,"No error handling in workflow ""image to video with groq class""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
ImageMan Agent BR,yMPaAd0zEA3VpYyi,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
ImageMan2,FuCJNphftSVsauYF,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
ImageMan2,FuCJNphftSVsauYF,True,ERR-001,Medium,"No error handling in workflow ""ImageMan2""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Midjourney Image  Creator part 1 FOR SLIDES AND AD LAST UPDATE DEC 10 2025,8yoZVqwMCuB6712s,True,WEBHOOK-001,High,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Midjourney Image  Creator part 1 FOR SLIDES AND AD LAST UPDATE DEC 10 2025,8yoZVqwMCuB6712s,True,ERR-001,Medium,"No error handling in workflow ""Midjourney Image  Creator part 1 FOR SLIDES AND AD LAST UPDATE DEC 10 2025""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Midjourney prompt writer,t3lIhaKbMMa7HPSr,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Midjourney prompt writer,t3lIhaKbMMa7HPSr,True,ERR-001,Medium,"No error handling in workflow ""Midjourney prompt writer""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 2,NBtPhHmuXTUoBmnM,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
My workflow 2,NBtPhHmuXTUoBmnM,True,ERR-001,Medium,"No error handling in workflow ""My workflow 2""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 3,nEofM8v2fgx7B7zN,False,CRED-001,High,Hardcoded bearer_token detected,HTTP Request,Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
My workflow 3,nEofM8v2fgx7B7zN,False,ERR-001,Medium,"No error handling in workflow ""My workflow 3""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
[CLIENT] Voice Ai part 1 Check calendar & book appointments,hRJk1OvOzMObem7d,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Book appointment""",Book appointment,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice Ai part 1 Check calendar & book appointments,hRJk1OvOzMObem7d,True,WEBHOOK-002,High,"Unauthenticated webhook: ""get a calendar availability""",get a calendar availability,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice Ai Part 2 the BCEO analysis system,g41PwIB9uRJ54V7I,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice Ai Part 2 the BCEO analysis system,g41PwIB9uRJ54V7I,True,ERR-001,Medium,"No error handling in workflow ""[CLIENT] Voice Ai Part 2 the BCEO analysis system""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Orientation Video Tracking - 30% & 75%,JMnsK3O6wfFX7S3m,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook 30% Watched""",Webhook 30% Watched,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Orientation Video Tracking - 30% & 75%,JMnsK3O6wfFX7S3m,True,WEBHOOK-002,High,"Unauthenticated webhook: ""Webhook 75% Watched""",Webhook 75% Watched,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Orientation Video Tracking - 30% & 75%,JMnsK3O6wfFX7S3m,True,ERR-001,Medium,"No error handling in workflow ""Orientation Video Tracking - 30% & 75%""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
PowerPoint / slide creator part 2,i4yDQzMS20dCGo3i,True,WEBHOOK-001,High,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
"Product bio, October 26, 2026",nmzwhJfzlbpTE07X,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Rescue Rangers -- Trevor Group Inbound,tIymOP0KtvfiqQgv,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Telegram Webhook Receiver""",Telegram Webhook Receiver,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Rescue Rangers -- Trevor Group Inbound,tIymOP0KtvfiqQgv,True,CRED-001,Medium,Hardcoded phone detected,Filter Trevor in RR Group,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Rescue Rangers Relay,GdymshUbNb9eaOAC,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook (rescue-rangers)""",Webhook (rescue-rangers),Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Rescue Rangers Relay,GdymshUbNb9eaOAC,True,CRED-001,Medium,Hardcoded phone detected,Relay Brain,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Rescue Rangers Relay,GdymshUbNb9eaOAC,True,CRED-002,Medium,Hardcoded phone detected,—,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Rescue Rangers Relay,GdymshUbNb9eaOAC,True,RETENTION-001,Low,"Excessive data retention in workflow ""Rescue Rangers Relay""",—,User action,NEW-UNIT-RECOMMENDED,NEW-U122 (instance-wide execution-data-retention configuration)
retell template,2opQXZAhYIfBsMk6,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice AI Dec 1 25 UPDATE,TMgfzU6PYxODp8mL,True,CRED-001,High,Hardcoded bearer_token detected,HTTP Request retellai,Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
[CLIENT] Voice AI Dec 1 25 UPDATE,TMgfzU6PYxODp8mL,True,CRED-003,High,Hardcoded credit_card detected,get transcript,Review,NEW-UNIT-RECOMMENDED,"NEW-U118b (same class, flagged for human PCI-pattern review — likely false positive, see note)"
[CLIENT] Voice AI Dec 1 25 UPDATE,TMgfzU6PYxODp8mL,True,WEBHOOK-001,High,"Unauthenticated webhook: ""trigger call in retellai.com""",trigger call in retellai.com,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice AI Dec 1 25 UPDATE,TMgfzU6PYxODp8mL,True,WEBHOOK-002,High,"Unauthenticated webhook: ""Book appointment""",Book appointment,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice AI Dec 1 25 UPDATE,TMgfzU6PYxODp8mL,True,WEBHOOK-003,High,"Unauthenticated webhook: ""get a calendar availability""",get a calendar availability,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice AI Dec 1 25 UPDATE,TMgfzU6PYxODp8mL,True,WEBHOOK-004,High,"Unauthenticated webhook: ""get transcript""",get transcript,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice AI Dec 1 25 UPDATE,TMgfzU6PYxODp8mL,True,WEBHOOK-005,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] Voice AI Dec 1 25 UPDATE,TMgfzU6PYxODp8mL,True,CRED-002,Medium,Hardcoded phone detected,get transcript,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Single Chapter Cover Image Gen,nWdDNoGTvIhIhdiw,True,CRED-001,High,Hardcoded bearer_token detected,Image Generation (OpenAI Image 1),Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
Single Chapter Cover Image Gen CC,irZy6pWKmYaX71nI,False,CRED-001,High,Hardcoded bearer_token detected,Image Generation (OpenAI Image 1),Auto-fix,NEW-UNIT-RECOMMENDED,"NEW-U118 (instance-wide hardcoded-credential vaulting, secret class)"
Single Page STEP 00 Sales Page Writer Main SD,z8spdUtYz6AhFUg7,False,CRED-003,High,Hardcoded credit_card detected,Wait,Review,NEW-UNIT-RECOMMENDED,"NEW-U118b (same class, flagged for human PCI-pattern review — likely false positive, see note)"
Single Page STEP 00 Sales Page Writer Main SD,z8spdUtYz6AhFUg7,False,CRED-001,Medium,Hardcoded phone detected,ImgBB Upload1,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Single Page STEP 00 Sales Page Writer Main SD,z8spdUtYz6AhFUg7,False,CRED-002,Medium,Hardcoded phone detected,Wait,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Single Page STEP 00 Sales Page Writer Main SD,z8spdUtYz6AhFUg7,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""GHL Trigger2""",GHL Trigger2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Single Page STEP 00 Sales Page Writer Main SD Image,fyz7xmbkDISDUXOg,True,WEBHOOK-001,High,"Unauthenticated webhook: ""GHL Trigger2""",GHL Trigger2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
sms agent,pGfCMGFEJbmG41Yf,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
sms agent,pGfCMGFEJbmG41Yf,True,ERR-001,Medium,"No error handling in workflow ""sms agent""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
SMS Workflow,Ma1DlqrrSLdyhxKs,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Snapshot Provisioner (Podcast + Anthology),ol9YLeCpvYdNsbsg,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook — Receive Provision Request""",Webhook — Receive Provision Request,Auto-fix,NEW-UNIT-RECOMMENDED (cross-ref existing unit),"Workflow also in scope of U67/GK-05 (Snapshot Provisioner, verified-auto-reconciled); this specific security finding is additive (not covered by that unit's own acceptance criteria) -> NEW-U120 (instance-wide unauthenticated-webhook remediation)"
Snapshot Provisioner (Podcast + Anthology),ol9YLeCpvYdNsbsg,True,RETENTION-001,Low,"Excessive data retention in workflow ""Snapshot Provisioner (Podcast + Anthology)""",—,User action,NEW-UNIT-RECOMMENDED (cross-ref existing unit),"Workflow also in scope of U67/GK-05 (Snapshot Provisioner, verified-auto-reconciled); this specific security finding is additive (not covered by that unit's own acceptance criteria) -> NEW-U122 (instance-wide execution-data-retention configuration)"
Social Media Planner - Sheet Creator,INyGjT8jQ6JjrZSh,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook: Create Sheet""",Webhook: Create Sheet,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
social-planner-row-append,myXde6jbIIkaG5zW,True,WEBHOOK-001,High,"Unauthenticated webhook: ""Webhook: Append Row""",Webhook: Append Row,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
